trade_id,timestamp,symbol,buyer_account_id,seller_account_id,price,quantity,notional_value
TRD_000664,2026-05-11T14:51:59+00:00,ETH/USDT,ACC_0057,ACC_0054,3605.412281,8.065098,29078.0
TRD_000665,2026-05-18T21:41:44+00:00,ETH/USDT,ACC_0044,ACC_0043,3633.369984,25.602155,93022.1
TRD_000666,2026-05-17T16:17:32+00:00,BTC/USDT,ACC_0066,ACC_0064,68413.258649,6.067639,415106.96
TRD_000667,2026-05-09T09:29:30+00:00,ETH/USDT,ACC_0015,ACC_0022,3608.386908,14.360751,51819.15
TRD_000668,2026-05-19T15:27:02+00:00,BTC/USDT,ACC_0083,ACC_0048,68433.358921,31.025515,2123180.2
TRD_000669,2026-05-15T09:42:39+00:00,ETH/USDT,ACC_0004,ACC_0062,3633.564237,11.014561,40022.11
TRD_000670,2026-05-21T10:58:58+00:00,SOL/USDT,ACC_0044,ACC_0063,166.402408,35.051623,5832.67
TRD_000671,2026-05-09T14:03:19+00:00,ETH/USDT,ACC_0045,ACC_0044,3590.341862,4.29738,15429.06
TRD_000672,2026-05-11T09:36:37+00:00,ETH/USDT,ACC_0044,ACC_0058,3592.3472,12.428663,44648.07
TRD_000673,2026-05-22T10:14:55+00:00,SOL/USDT,ACC_0010,ACC_0078,167.377891,16.424503,2749.1
TRD_000674,2026-05-17T15:45:23+00:00,BTC/USDT,ACC_0039,ACC_0076,68428.859283,5.990666,409934.44
TRD_000675,2026-05-20T15:27:33+00:00,XRP/USDT,ACC_0006,ACC_0060,0.626417,23.610004,14.79
TRD_000676,2026-05-10T09:39:14+00:00,BTC/USDT,ACC_0046,ACC_0024,67978.804599,16.692241,1134718.59
TRD_000677,2026-05-09T09:21:45+00:00,SOL/USDT,ACC_0064,ACC_0029,165.636569,6.402951,1060.56
TRD_000678,2026-05-09T14:58:17+00:00,ETH/USDT,ACC_0037,ACC_0073,3588.566718,28.212009,101240.68
TRD_000679,2026-05-20T23:35:31+00:00,SOL/USDT,ACC_0031,ACC_0070,166.557472,5.817298,968.91
TRD_000680,2026-05-15T09:53:56+00:00,BTC/USDT,ACC_0069,ACC_0038,68366.060539,3.889267,265893.86
TRD_000681,2026-05-13T23:23:01+00:00,ETH/USDT,ACC_0060,ACC_0047,3609.223254,3.105447,11208.25
TRD_000682,2026-05-12T07:45:30+00:00,ETH/USDT,ACC_0069,ACC_0052,3607.404846,3.296568,11892.06
TRD_000683,2026-05-14T14:02:40+00:00,SOL/USDT,ACC_0044,ACC_0066,165.84313,7.271646,1205.95
TRD_000684,2026-05-18T05:17:05+00:00,ETH/USDT,ACC_0062,ACC_0047,3641.716667,4.102706,14940.89
TRD_000685,2026-05-12T22:51:58+00:00,ETH/USDT,ACC_0079,ACC_0048,3600.121238,11.223884,40407.34
TRD_000686,2026-05-12T14:19:14+00:00,BTC/USDT,ACC_0039,ACC_0064,67870.347883,4.47988,304051.01
TRD_000687,2026-05-16T22:34:06+00:00,BTC/USDT,ACC_0032,ACC_0046,68474.281055,24.242931,1660017.27
TRD_000688,2026-05-11T18:02:59+00:00,BTC/USDT,ACC_0030,ACC_0014,68140.878079,4.34801,296277.22
TRD_000689,2026-05-14T11:06:06+00:00,BTC/USDT,ACC_0063,ACC_0062,68710.73748,2.646779,181862.14
TRD_000690,2026-05-16T11:21:06+00:00,BTC/USDT,ACC_0022,ACC_0061,68376.440513,3.734179,255329.87
TRD_000691,2026-05-20T09:23:21+00:00,BTC/USDT,ACC_0044,ACC_0079,68692.803524,23.420412,1608813.76
TRD_000692,2026-05-10T10:30:33+00:00,SOL/USDT,ACC_0050,ACC_0058,164.677641,12.757347,2100.85
TRD_000693,2026-05-15T09:38:23+00:00,ETH/USDT,ACC_0015,ACC_0043,3633.892291,1.458232,5299.06
TRD_000694,2026-05-17T15:54:28+00:00,ETH/USDT,ACC_0069,ACC_0052,3636.895203,5.614539,20419.49
TRD_000695,2026-05-21T19:00:17+00:00,BTC/USDT,ACC_0059,ACC_0046,68874.183162,21.156994,1457170.68
TRD_000696,2026-05-10T11:36:52+00:00,BTC/USDT,ACC_0063,ACC_0046,67953.808618,4.686958,318496.65
TRD_000697,2026-05-13T09:35:58+00:00,SOL/USDT,ACC_0029,ACC_0052,165.303417,39.567517,6540.65
TRD_000698,2026-05-19T16:56:54+00:00,XRP/USDT,ACC_0013,ACC_0005,0.627265,11.475456,7.2
TRD_000699,2026-05-21T11:57:40+00:00,SOL/USDT,ACC_0070,ACC_0061,166.713311,4.051027,675.36
TRD_000700,2026-05-21T06:19:43+00:00,XRP/USDT,ACC_0058,ACC_0063,0.627211,55.011103,34.5
TRD_000701,2026-05-10T14:39:43+00:00,ETH/USDT,ACC_0076,ACC_0036,3583.754629,20.515334,73521.92
TRD_000702,2026-05-09T06:39:06+00:00,XRP/USDT,ACC_0053,ACC_0052,0.618504,17.039759,10.54
TRD_000703,2026-05-19T08:23:31+00:00,ETH/USDT,ACC_0057,ACC_0062,3658.583908,35.338322,129288.22
TRD_000704,2026-05-12T09:52:10+00:00,BTC/USDT,ACC_0003,ACC_0065,68581.803751,5.600473,384090.54
TRD_000705,2026-05-14T06:48:38+00:00,ETH/USDT,ACC_0014,ACC_0054,3624.778849,4.355583,15788.03
TRD_000706,2026-05-22T09:56:48+00:00,XRP/USDT,ACC_0029,ACC_0061,0.628669,2.895414,1.82
TRD_000707,2026-05-16T12:03:21+00:00,BTC/USDT,ACC_0009,ACC_0019,68166.804577,2.412046,164421.47
TRD_000708,2026-05-18T09:40:32+00:00,ETH/USDT,ACC_0013,ACC_0079,3645.127966,17.583916,64095.62
TRD_000709,2026-05-11T16:01:05+00:00,ETH/USDT,ACC_0060,ACC_0050,3605.238912,9.10791,32836.19
TRD_000710,2026-05-14T13:05:49+00:00,SOL/USDT,ACC_0080,ACC_0066,165.326377,52.051719,8605.52
TRD_000711,2026-05-15T11:55:04+00:00,BTC/USDT,ACC_0081,ACC_0069,68400.616308,19.408468,1327551.17
TRD_000712,2026-05-19T15:08:59+00:00,XRP/USDT,ACC_0027,ACC_0067,0.623112,8.651066,5.39
TRD_000713,2026-05-16T10:45:19+00:00,BTC/USDT,ACC_0012,ACC_0061,68661.018129,12.024496,825614.14
TRD_000714,2026-05-13T10:06:21+00:00,ETH/USDT,ACC_0082,ACC_0014,3633.067403,55.936742,203221.95
TRD_000715,2026-05-09T10:44:12+00:00,SOL/USDT,ACC_0001,ACC_0063,165.16419,5.472218,903.81
TRD_000716,2026-05-21T16:57:59+00:00,SOL/USDT,ACC_0007,ACC_0071,166.841616,12.656659,2111.66
TRD_000717,2026-05-15T11:35:34+00:00,SOL/USDT,ACC_0003,ACC_0063,166.114079,3.676469,610.71
TRD_000718,2026-05-19T10:05:30+00:00,BTC/USDT,ACC_0034,ACC_0058,68635.613513,12.549944,861373.11
TRD_000719,2026-05-17T15:56:55+00:00,ETH/USDT,ACC_0080,ACC_0065,3620.43973,9.334456,33794.84
TRD_000720,2026-05-19T09:01:13+00:00,BTC/USDT,ACC_0066,ACC_0069,68858.838586,8.001057,550943.49
TRD_000721,2026-05-09T16:07:20+00:00,ETH/USDT,ACC_0015,ACC_0045,3593.960247,4.386242,15763.98
TRD_000722,2026-05-14T16:18:36+00:00,XRP/USDT,ACC_0067,ACC_0024,0.619497,5.289741,3.28
TRD_000723,2026-05-20T16:33:52+00:00,ETH/USDT,ACC_0073,ACC_0067,3646.242956,306.634726,1118064.71
TRD_000724,2026-05-21T14:14:26+00:00,SOL/USDT,ACC_0026,ACC_0056,166.826817,22.849603,3811.93
TRD_000725,2026-05-13T15:49:27+00:00,ETH/USDT,ACC_0018,ACC_0017,3597.50177,5.223856,18792.83
TRD_000726,2026-05-15T16:01:42+00:00,SOL/USDT,ACC_0068,ACC_0055,164.578631,4.041726,665.18
TRD_000727,2026-05-09T16:02:54+00:00,ETH/USDT,ACC_0004,ACC_0031,3597.448322,1.836285,6605.94
TRD_000728,2026-05-14T14:40:58+00:00,XRP/USDT,ACC_0011,ACC_0070,0.624205,4.203204,2.62
TRD_000729,2026-05-17T17:06:56+00:00,ETH/USDT,ACC_0001,ACC_0064,3623.811006,10.932073,39615.77
TRD_000730,2026-05-17T15:39:53+00:00,BTC/USDT,ACC_0064,ACC_0076,68629.474225,5.023276,344744.79
TRD_000731,2026-05-14T12:37:06+00:00,BTC/USDT,ACC_0054,ACC_0076,68501.212078,17.034386,1166876.09
TRD_000732,2026-05-20T19:18:47+00:00,ETH/USDT,ACC_0042,ACC_0038,3649.24514,33.244176,121316.15
TRD_000733,2026-05-21T15:57:23+00:00,ETH/USDT,ACC_0039,ACC_0061,3636.331428,7.776508,28277.96
TRD_000734,2026-05-22T06:58:24+00:00,SOL/USDT,ACC_0045,ACC_0061,167.128758,9.370058,1566.01
TRD_000735,2026-05-13T16:17:39+00:00,ETH/USDT,ACC_0051,ACC_0064,3613.158941,12.705163,45905.77
TRD_000736,2026-05-22T15:39:34+00:00,ETH/USDT,ACC_0071,ACC_0064,3647.649419,383.293632,1398120.79
TRD_000737,2026-05-11T16:24:52+00:00,BTC/USDT,ACC_0037,ACC_0012,68020.101004,3.939174,267943.01
TRD_000738,2026-05-19T09:15:15+00:00,XRP/USDT,ACC_0078,ACC_0067,0.625309,52.585236,32.88
TRD_000739,2026-05-14T11:18:13+00:00,ETH/USDT,ACC_0048,ACC_0066,3639.348392,12.142808,44191.91
TRD_000740,2026-05-12T11:06:31+00:00,ETH/USDT,ACC_0073,ACC_0060,3600.932689,91.127515,328144.05
TRD_000741,2026-05-14T15:31:05+00:00,BTC/USDT,ACC_0043,ACC_0022,68839.175767,30.143029,2075021.27
TRD_000742,2026-05-20T12:31:27+00:00,BTC/USDT,ACC_0026,ACC_0064,68392.857882,31.706004,2168464.23
TRD_000743,2026-05-13T00:30:40+00:00,ETH/USDT,ACC_0049,ACC_0005,3602.61089,39.047386,140672.54
TRD_000744,2026-05-16T15:00:22+00:00,ETH/USDT,ACC_0048,ACC_0067,3614.144837,35.19662,127205.68
TRD_000745,2026-05-22T10:11:46+00:00,ETH/USDT,ACC_0078,ACC_0080,3638.243755,23.920216,87027.58
TRD_000746,2026-05-10T16:03:03+00:00,ETH/USDT,ACC_0007,ACC_0062,3615.728756,17.959573,64936.94
TRD_000747,2026-05-10T11:52:24+00:00,XRP/USDT,ACC_0050,ACC_0061,0.622329,32.242845,20.07
TRD_000748,2026-05-15T18:56:06+00:00,XRP/USDT,ACC_0063,ACC_0054,0.621842,8.101846,5.04
TRD_000749,2026-05-10T11:35:20+00:00,SOL/USDT,ACC_0054,ACC_0063,165.012948,32.694385,5395.0
TRD_000750,2026-05-19T15:24:04+00:00,BTC/USDT,ACC_0076,ACC_0034,68666.816396,67.66383,4646259.79
TRD_000751,2026-05-14T15:42:32+00:00,ETH/USDT,ACC_0075,ACC_0068,3633.003782,237.791298,863896.68
TRD_000752,2026-05-12T16:23:19+00:00,ETH/USDT,ACC_0064,ACC_0061,3611.122272,3.293493,11893.21
TRD_000753,2026-05-18T15:31:34+00:00,XRP/USDT,ACC_0056,ACC_0061,0.627747,15.546691,9.76
TRD_000754,2026-05-22T15:30:55+00:00,ETH/USDT,ACC_0053,ACC_0066,3639.986091,12.105571,44064.11
TRD_000755,2026-05-12T11:56:26+00:00,ETH/USDT,ACC_0040,ACC_0027,3614.964293,17.123074,61899.3
TRD_000756,2026-05-16T10:57:31+00:00,BTC/USDT,ACC_0060,ACC_0081,68383.056086,15.284761,1045218.67
TRD_000757,2026-05-14T16:02:14+00:00,ETH/USDT,ACC_0001,ACC_0068,3620.686984,8.225208,29780.9
TRD_000758,2026-05-19T15:14:45+00:00,SOL/USDT,ACC_0042,ACC_0070,167.179506,3.352225,560.42
TRD_000759,2026-05-21T03:35:31+00:00,ETH/USDT,ACC_0006,ACC_0001,3630.75923,4.875304,17701.05
TRD_000760,2026-05-21T23:26:10+00:00,XRP/USDT,ACC_0003,ACC_0004,0.627328,0.878471,0.55
TRD_000761,2026-05-12T22:57:55+00:00,ETH/USDT,ACC_0028,ACC_0055,3631.244432,7.456899,27077.82
TRD_000762,2026-05-10T11:44:11+00:00,BTC/USDT,ACC_0056,ACC_0011,68165.666832,21.187572,1444264.97
TRD_000763,2026-05-12T09:09:30+00:00,BTC/USDT,ACC_0080,ACC_0079,68337.226362,45.202871,3089038.83
TRD_000764,2026-05-21T15:53:52+00:00,XRP/USDT,ACC_0041,ACC_0061,0.62887,6.084424,3.83
TRD_000765,2026-05-14T11:05:47+00:00,ETH/USDT,ACC_0002,ACC_0064,3615.560762,16.36686,59175.38
TRD_000766,2026-05-14T21:09:29+00:00,ETH/USDT,ACC_0058,ACC_0064,3628.21776,8.649313,31381.59
TRD_000767,2026-05-16T14:54:17+00:00,XRP/USDT,ACC_0080,ACC_0066,0.626882,34.181126,21.43
TRD_000768,2026-05-21T18:06:28+00:00,SOL/USDT,ACC_0020,ACC_0037,167.295805,2.006298,335.65
TRD_000769,2026-05-11T18:18:16+00:00,SOL/USDT,ACC_0047,ACC_0068,165.164956,41.76595,6898.27
TRD_000770,2026-05-09T09:45:55+00:00,BTC/USDT,ACC_0005,ACC_0057,67953.080164,14.160106,962222.82
TRD_000771,2026-05-15T03:30:22+00:00,ETH/USDT,ACC_0073,ACC_0041,3615.648658,72.686004,262807.05
TRD_000772,2026-05-13T16:06:07+00:00,XRP/USDT,ACC_0032,ACC_0067,0.626132,29.018089,18.17
TRD_000773,2026-05-20T16:31:47+00:00,SOL/USDT,ACC_0044,ACC_0033,166.794313,17.570575,2930.67
TRD_000774,2026-05-20T11:47:32+00:00,BTC/USDT,ACC_0061,ACC_0068,68841.960732,11.692535,804937.04
TRD_000775,2026-05-20T16:09:24+00:00,SOL/USDT,ACC_0052,ACC_0062,166.230163,29.73487,4942.83
TRD_000776,2026-05-21T19:41:34+00:00,XRP/USDT,ACC_0018,ACC_0053,0.626387,10.204389,6.39
TRD_000777,2026-05-20T20:54:26+00:00,ETH/USDT,ACC_0022,ACC_0062,3626.355126,12.896629,46767.76
TRD_000778,2026-05-16T16:23:30+00:00,ETH/USDT,ACC_0013,ACC_0081,3626.027573,4.156405,15071.24
TRD_000779,2026-05-15T16:31:49+00:00,ETH/USDT,ACC_0042,ACC_0063,3604.436672,13.134939,47344.06
TRD_000780,2026-05-16T16:06:50+00:00,ETH/USDT,ACC_0066,ACC_0067,3641.272356,4.709615,17148.99
TRD_000781,2026-05-12T11:59:19+00:00,BTC/USDT,ACC_0082,ACC_0054,68212.563928,16.716599,1140282.08
TRD_000782,2026-05-18T10:21:52+00:00,ETH/USDT,ACC_0065,ACC_0057,3633.255104,5.5992,20343.32
TRD_000783,2026-05-21T17:26:58+00:00,BTC/USDT,ACC_0024,ACC_0022,69053.461394,8.272,571210.23
TRD_000784,2026-05-09T07:40:52+00:00,BTC/USDT,ACC_0021,ACC_0061,68203.466455,15.19343,1036244.59
TRD_000785,2026-05-12T17:57:29+00:00,SOL/USDT,ACC_0056,ACC_0047,166.237515,31.125306,5174.19
TRD_000786,2026-05-10T19:07:15+00:00,ETH/USDT,ACC_0070,ACC_0021,3580.204598,6.582818,23567.84
TRD_000787,2026-05-13T16:02:11+00:00,XRP/USDT,ACC_0050,ACC_0006,0.618225,25.421136,15.72
TRD_000788,2026-05-21T10:23:55+00:00,SOL/USDT,ACC_0003,ACC_0068,167.41485,14.444052,2418.15
TRD_000789,2026-05-13T23:43:12+00:00,XRP/USDT,ACC_0026,ACC_0061,0.623097,6.445903,4.02
TRD_000790,2026-05-13T17:50:11+00:00,SOL/USDT,ACC_0018,ACC_0015,166.172647,9.736227,1617.89
TRD_000791,2026-05-18T07:52:02+00:00,ETH/USDT,ACC_0040,ACC_0029,3643.191132,6.740967,24558.63
TRD_000792,2026-05-16T22:09:30+00:00,XRP/USDT,ACC_0046,ACC_0058,0.624651,28.832119,18.01
TRD_000793,2026-05-13T15:25:18+00:00,SOL/USDT,ACC_0042,ACC_0066,165.669356,15.705606,2601.94
TRD_000794,2026-05-19T15:34:53+00:00,XRP/USDT,ACC_0046,ACC_0067,0.626991,37.952791,23.8
TRD_000795,2026-05-15T04:23:03+00:00,XRP/USDT,ACC_0030,ACC_0061,0.624534,31.227967,19.5
TRD_000796,2026-05-21T12:13:29+00:00,XRP/USDT,ACC_0047,ACC_0015,0.627698,15.010357,9.42
TRD_000797,2026-05-15T06:52:15+00:00,BTC/USDT,ACC_0037,ACC_0063,68442.303866,6.926058,474035.37
TRD_000798,2026-05-10T11:39:28+00:00,ETH/USDT,ACC_0041,ACC_0061,3608.404248,17.581443,63440.95
TRD_000799,2026-05-13T16:11:21+00:00,XRP/USDT,ACC_0020,ACC_0067,0.623606,4.67368,2.91
TRD_000800,2026-05-15T23:40:50+00:00,ETH/USDT,ACC_0051,ACC_0070,3635.239754,36.332599,132077.71
TRD_000801,2026-05-22T16:24:11+00:00,ETH/USDT,ACC_0007,ACC_0014,3641.06311,4.243365,15450.36
TRD_000802,2026-05-19T09:39:13+00:00,BTC/USDT,ACC_0024,ACC_0062,68594.391891,5.48962,376557.15
TRD_000803,2026-05-10T15:20:36+00:00,XRP/USDT,ACC_0050,ACC_0068,0.620852,11.576969,7.19
TRD_000804,2026-05-16T09:33:10+00:00,ETH/USDT,ACC_0023,ACC_0064,3615.00794,3.009884,10880.75
TRD_000805,2026-05-11T19:22:08+00:00,BTC/USDT,ACC_0046,ACC_0066,68144.455575,10.386151,707758.61
TRD_000806,2026-05-10T15:09:31+00:00,BTC/USDT,ACC_0018,ACC_0054,67799.994737,3.403613,230764.94
TRD_000807,2026-05-12T17:26:52+00:00,BTC/USDT,ACC_0044,ACC_0010,68224.888967,53.197065,3629363.85
TRD_000808,2026-05-14T19:06:11+00:00,SOL/USDT,ACC_0006,ACC_0057,165.615932,12.094611,2003.06
TRD_000809,2026-05-21T10:51:13+00:00,ETH/USDT,ACC_0080,ACC_0050,3650.546385,13.290894,48519.03
TRD_000810,2026-05-20T13:42:49+00:00,ETH/USDT,ACC_0075,ACC_0062,3629.252504,95.874666,347953.37
TRD_000811,2026-05-09T15:34:09+00:00,BTC/USDT,ACC_0039,ACC_0046,68214.450099,10.083498,687840.27
TRD_000812,2026-05-11T16:12:09+00:00,ETH/USDT,ACC_0048,ACC_0076,3604.547977,22.527044,81199.81
TRD_000813,2026-05-14T10:13:44+00:00,BTC/USDT,ACC_0003,ACC_0079,68250.027108,8.293142,566007.17
TRD_000814,2026-05-13T10:17:24+00:00,SOL/USDT,ACC_0048,ACC_0061,166.469679,8.579045,1428.15
TRD_000815,2026-05-16T09:47:50+00:00,ETH/USDT,ACC_0080,ACC_0068,3597.359371,50.568433,181912.83
TRD_000816,2026-05-10T15:39:37+00:00,SOL/USDT,ACC_0049,ACC_0070,165.733206,79.920077,13245.41
TRD_000817,2026-05-17T11:30:07+00:00,ETH/USDT,ACC_0019,ACC_0066,3617.663758,6.313545,22840.28
TRD_000818,2026-05-19T16:25:01+00:00,BTC/USDT,ACC_0042,ACC_0068,68945.125267,18.664061,1286796.02
TRD_000819,2026-05-22T08:04:05+00:00,BTC/USDT,ACC_0041,ACC_0057,68670.267925,32.13801,2206925.76
TRD_000820,2026-05-21T15:39:11+00:00,BTC/USDT,ACC_0071,ACC_0064,68807.55294,549.819932,37831764.08
TRD_000821,2026-05-17T22:38:35+00:00,XRP/USDT,ACC_0076,ACC_0061,0.624576,16.784102,10.48
TRD_000822,2026-05-15T06:35:10+00:00,ETH/USDT,ACC_0081,ACC_0057,3616.886484,23.155901,83752.27
TRD_000823,2026-05-12T09:34:23+00:00,XRP/USDT,ACC_0002,ACC_0064,0.62047,1.048284,0.65
TRD_000824,2026-05-16T14:52:16+00:00,ETH/USDT,ACC_0083,ACC_0055,3627.202709,143.039919,518834.78
TRD_000825,2026-05-11T04:55:37+00:00,XRP/USDT,ACC_0060,ACC_0042,0.622749,5.899391,3.67
TRD_000826,2026-05-17T03:04:32+00:00,XRP/USDT,ACC_0008,ACC_0036,0.625362,8.717671,5.45
TRD_000827,2026-05-21T16:41:12+00:00,ETH/USDT,ACC_0066,ACC_0032,3641.379147,7.9868,29082.97
TRD_000828,2026-05-22T14:21:37+00:00,BTC/USDT,ACC_0043,ACC_0006,68907.017946,14.925801,1028492.44
TRD_000829,2026-05-20T09:39:53+00:00,ETH/USDT,ACC_0072,ACC_0068,3651.492071,60.217028,219882.0
TRD_000830,2026-05-09T03:26:08+00:00,XRP/USDT,ACC_0060,ACC_0061,0.622733,25.678115,15.99
TRD_000831,2026-05-13T15:24:02+00:00,SOL/USDT,ACC_0050,ACC_0064,164.867886,22.292961,3675.39
TRD_000832,2026-05-11T08:16:41+00:00,ETH/USDT,ACC_0083,ACC_0057,3600.374041,22.79644,82075.71
TRD_000833,2026-05-20T15:34:10+00:00,ETH/USDT,ACC_0049,ACC_0068,3638.23356,27.818546,101210.37
TRD_000834,2026-05-22T15:50:32+00:00,BTC/USDT,ACC_0076,ACC_0081,68608.715269,9.396849,644705.74
TRD_000835,2026-05-16T06:22:51+00:00,SOL/USDT,ACC_0058,ACC_0040,165.262473,19.332151,3194.88
TRD_000836,2026-05-15T15:27:18+00:00,BTC/USDT,ACC_0035,ACC_0063,68243.59643,9.400693,641537.1
TRD_000837,2026-05-17T16:43:13+00:00,ETH/USDT,ACC_0049,ACC_0020,3637.412568,3.168332,11524.53
TRD_000838,2026-05-13T16:21:23+00:00,ETH/USDT,ACC_0030,ACC_0005,3630.553356,29.224054,106099.49
TRD_000839,2026-05-18T13:00:16+00:00,BTC/USDT,ACC_0007,ACC_0043,68931.533015,9.583432,660600.66
TRD_000840,2026-05-21T09:46:08+00:00,BTC/USDT,ACC_0045,ACC_0062,68732.886182,24.759113,1701765.3
TRD_000841,2026-05-16T13:02:44+00:00,BTC/USDT,ACC_0049,ACC_0045,68616.717784,22.508727,1544474.97
TRD_000842,2026-05-14T15:19:28+00:00,ETH/USDT,ACC_0032,ACC_0067,3622.247318,5.567346,20166.3
TRD_000843,2026-05-11T12:47:30+00:00,XRP/USDT,ACC_0004,ACC_0039,0.623599,4.727888,2.95
TRD_000844,2026-05-21T01:31:41+00:00,BTC/USDT,ACC_0041,ACC_0082,69093.549718,32.038294,2213639.46
TRD_000845,2026-05-17T11:20:14+00:00,XRP/USDT,ACC_0044,ACC_0022,0.626302,10.279091,6.44
TRD_000846,2026-05-16T10:42:52+00:00,ETH/USDT,ACC_0041,ACC_0081,3611.049817,38.386648,138616.1
TRD_000847,2026-05-18T14:53:18+00:00,SOL/USDT,ACC_0020,ACC_0043,166.481454,2.908016,484.13
TRD_000848,2026-05-09T12:04:22+00:00,BTC/USDT,ACC_0066,ACC_0038,68240.713011,7.619493,519959.64
TRD_000849,2026-05-12T18:29:47+00:00,BTC/USDT,ACC_0004,ACC_0016,68357.037955,3.79806,259624.13
TRD_000850,2026-05-17T14:44:05+00:00,ETH/USDT,ACC_0081,ACC_0045,3625.500809,14.33597,51975.07
TRD_000851,2026-05-12T15:58:02+00:00,XRP/USDT,ACC_0065,ACC_0016,0.623095,6.320248,3.94
TRD_000852,2026-05-11T07:26:30+00:00,SOL/USDT,ACC_0037,ACC_0028,164.237846,0.669394,109.94
TRD_000853,2026-05-22T15:59:06+00:00,BTC/USDT,ACC_0054,ACC_0062,69014.852136,23.606945,1629229.82
TRD_000854,2026-05-16T11:10:33+00:00,ETH/USDT,ACC_0053,ACC_0068,3615.741302,38.408371,138874.73
TRD_000855,2026-05-20T10:39:26+00:00,SOL/USDT,ACC_0005,ACC_0015,167.3335,97.358447,16291.33
TRD_000856,2026-05-19T10:01:49+00:00,ETH/USDT,ACC_0004,ACC_0065,3627.820145,1.662798,6032.33
TRD_000857,2026-05-15T10:40:58+00:00,SOL/USDT,ACC_0079,ACC_0066,166.117753,9.054322,1504.08
TRD_000858,2026-05-19T11:12:42+00:00,BTC/USDT,ACC_0060,ACC_0057,68922.995811,17.170838,1183465.6
TRD_000859,2026-05-18T10:16:24+00:00,ETH/USDT,ACC_0053,ACC_0008,3627.931607,10.660967,38677.26
TRD_000860,2026-05-14T21:07:21+00:00,SOL/USDT,ACC_0021,ACC_0055,165.465322,6.788395,1123.24
TRD_000861,2026-05-14T15:01:12+00:00,BTC/USDT,ACC_0070,ACC_0074,68452.62526,4.108247,281220.29
TRD_000862,2026-05-16T02:34:08+00:00,ETH/USDT,ACC_0053,ACC_0063,3614.840865,14.797539,53490.75
TRD_000863,2026-05-11T10:55:16+00:00,BTC/USDT,ACC_0008,ACC_0020,68252.084185,6.162747,420620.33
TRD_000864,2026-05-10T09:31:34+00:00,ETH/USDT,ACC_0040,ACC_0059,3596.154904,1.454196,5229.51
TRD_000865,2026-05-12T10:44:00+00:00,ETH/USDT,ACC_0075,ACC_0057,3616.490487,265.084289,958674.81
TRD_000866,2026-05-09T16:50:44+00:00,ETH/USDT,ACC_0012,ACC_0061,3599.588951,7.043289,25352.95
TRD_000867,2026-05-12T08:34:20+00:00,SOL/USDT,ACC_0069,ACC_0067,165.449307,4.367191,722.55
TRD_000868,2026-05-11T15:51:27+00:00,SOL/USDT,ACC_0068,ACC_0080,165.213476,5.690354,940.12
TRD_000869,2026-05-11T15:44:02+00:00,XRP/USDT,ACC_0064,ACC_0022,0.618352,2.776858,1.72
TRD_000870,2026-05-20T14:58:43+00:00,XRP/USDT,ACC_0070,ACC_0067,0.629533,4.227246,2.66
TRD_000871,2026-05-15T11:08:41+00:00,ETH/USDT,ACC_0031,ACC_0003,3625.859291,3.501052,12694.32
TRD_000872,2026-05-15T16:32:10+00:00,SOL/USDT,ACC_0081,ACC_0061,164.620509,53.248801,8765.84
TRD_000873,2026-05-12T10:36:55+00:00,SOL/USDT,ACC_0056,ACC_0061,164.96768,44.995087,7422.74
TRD_000874,2026-05-10T12:05:29+00:00,ETH/USDT,ACC_0080,ACC_0053,3609.574061,48.399682,174702.24
TRD_000875,2026-05-14T15:49:48+00:00,BTC/USDT,ACC_0044,ACC_0063,67850.813777,30.074456,2040576.31
TRD_000876,2026-05-20T14:52:37+00:00,ETH/USDT,ACC_0023,ACC_0061,3646.47227,5.415247,19746.55
TRD_000877,2026-05-15T16:00:36+00:00,XRP/USDT,ACC_0078,ACC_0053,0.625643,15.607798,9.76
TRD_000878,2026-05-18T20:06:40+00:00,ETH/USDT,ACC_0051,ACC_0063,3623.829187,17.522138,63497.24
TRD_000879,2026-05-09T15:59:40+00:00,XRP/USDT,ACC_0050,ACC_0025,0.619235,13.38408,8.29
TRD_000880,2026-05-10T16:02:44+00:00,BTC/USDT,ACC_0083,ACC_0023,67832.334754,7.629983,517559.56
TRD_000881,2026-05-18T10:08:24+00:00,XRP/USDT,ACC_0046,ACC_0066,0.624459,35.06612,21.9
TRD_000882,2026-05-10T00:16:03+00:00,BTC/USDT,ACC_0045,ACC_0068,67961.541138,9.116583,619577.03
TRD_000883,2026-05-11T17:11:12+00:00,BTC/USDT,ACC_0068,ACC_0054,68102.855157,3.424891,233244.86
TRD_000884,2026-05-18T04:21:59+00:00,XRP/USDT,ACC_0037,ACC_0042,0.624022,7.476304,4.67
TRD_000885,2026-05-22T09:07:33+00:00,XRP/USDT,ACC_0043,ACC_0060,0.624974,12.020625,7.51
TRD_000886,2026-05-17T20:26:42+00:00,SOL/USDT,ACC_0029,ACC_0044,166.703443,8.675087,1446.17
TRD_000887,2026-05-15T16:26:57+00:00,BTC/USDT,ACC_0037,ACC_0055,68323.1161,7.258559,495927.37
TRD_000888,2026-05-19T10:12:13+00:00,BTC/USDT,ACC_0049,ACC_0053,68651.234777,4.328505,297157.21
TRD_000889,2026-05-13T09:26:09+00:00,BTC/USDT,ACC_0042,ACC_0070,68080.684091,61.224693,4168218.98
